minutes,tags,accX_means1,accY_means1,accZ_means1,accX_medians1,accY_medians1,accZ_medians1,accX_maxes1,accY_maxes1,accZ_maxes1,accX_mins1,accY_mins1,accZ_mins1,accX_variances1,accY_variances1,accZ_variances1,accX_means5,accY_means5,accZ_means5,accX_medians5,accY_medians5,accZ_medians5,accX_maxes5,accY_maxes5,accZ_maxes5,accX_mins5,accY_mins5,accZ_mins5,accX_variances5,accY_variances5,accZ_variances5,accX_means10,accY_means10,accZ_means10,accX_medians10,accY_medians10,accZ_medians10,accX_maxes10,accY_maxes10,accZ_maxes10,accX_mins10,accY_mins10,accZ_mins10,accX_variances10,accY_variances10,accZ_variances10,accX_means20,accY_means20,accZ_means20,accX_medians20,accY_medians20,accZ_medians20,accX_maxes20,accY_maxes20,accZ_maxes20,accX_mins20,accY_mins20,accZ_mins20,accX_variances20,accY_variances20,accZ_variances20,accX_means30,accY_means30,accZ_means30,accX_medians30,accY_medians30,accZ_medians30,accX_maxes30,accY_maxes30,accZ_maxes30,accX_mins30,accY_mins30,accZ_mins30,accX_variances30,accY_variances30,accZ_variances30,tags
3:27 AM,3,-9.192947417,1.74323855,1.575635954,-9.213665,1.747255,1.554285,-8.04868,2.28072,2.67188,-10.0598,-0.858154,0.0554352,0.017008253,0.024269093,0.12520982,-9.192947417,1.74323855,1.575635954,-9.213665,1.747255,1.554285,-8.04868,2.28072,2.67188,-10.0598,-0.858154,0.0554352,0.017008253,0.024269093,0.12520982,-9.192947417,1.74323855,1.575635954,-9.213665,1.747255,1.554285,-8.04868,2.28072,2.67188,-10.0598,-0.858154,0.0554352,0.017008253,0.024269093,0.12520982,-9.192947417,1.74323855,1.575635954,-9.213665,1.747255,1.554285,-8.04868,2.28072,2.67188,-10.0598,-0.858154,0.0554352,0.017008253,0.024269093,0.12520982,-9.192947417,1.74323855,1.575635954,-9.213665,1.747255,1.554285,-8.04868,2.28072,2.67188,-10.0598,-0.858154,0.0554352,0.017008253,0.024269093,0.12520982,
3:28 AM,3,-7.402306482,1.219952022,3.33297588,-9.10421,1.728225,1.89645,9.95543,12.6455,15.3997,-10.942,-2.64401,-1.54054,10.65262207,1.711029486,8.16174834,-8.297626949,1.481595286,2.454305917,-9.187745,1.735695,1.63038,9.95543,12.6455,15.3997,-10.942,-2.64401,-1.54054,6.132633071,0.935439938,4.912728125,-8.297626949,1.481595286,2.454305917,-9.187745,1.735695,1.63038,9.95543,12.6455,15.3997,-10.942,-2.64401,-1.54054,6.132633071,0.935439938,4.912728125,-8.297626949,1.481595286,2.454305917,-9.187745,1.735695,1.63038,9.95543,12.6455,15.3997,-10.942,-2.64401,-1.54054,6.132633071,0.935439938,4.912728125,-8.297626949,1.481595286,2.454305917,-9.187745,1.735695,1.63038,9.95543,12.6455,15.3997,-10.942,-2.64401,-1.54054,6.132633071,0.935439938,4.912728125,
3:29 AM,3,-1.280126583,0.859026878,8.6849984,-1.27958,0.859383,8.68441,-1.22849,0.989731,8.80455,-1.33237,0.803802,8.60396,0.000324326,0.000347598,0.000923482,-5.958460161,1.274072483,4.531203411,-9.045105,1.610955,2.091775,9.95543,12.6455,15.3997,-10.942,-2.64401,-1.54054,15.03687931,0.709748341,11.90635115,-5.958460161,1.274072483,4.531203411,-9.045105,1.610955,2.091775,9.95543,12.6455,15.3997,-10.942,-2.64401,-1.54054,15.03687931,0.709748341,11.90635115,-5.958460161,1.274072483,4.531203411,-9.045105,1.610955,2.091775,9.95543,12.6455,15.3997,-10.942,-2.64401,-1.54054,15.03687931,0.709748341,11.90635115,-5.958460161,1.274072483,4.531203411,-9.045105,1.610955,2.091775,9.95543,12.6455,15.3997,-10.942,-2.64401,-1.54054,15.03687931,0.709748341,11.90635115,
3:30 AM,3,-1.27076105,0.867602217,8.6847475,-1.27096,0.867607,8.68534,-1.15842,0.934998,8.79619,-1.36301,0.786438,8.57301,0.000338749,0.000304006,0.00094412,-4.786535383,1.172454917,5.569589433,-1.304785,0.878456,8.64389,9.95543,12.6455,15.3997,-10.942,-2.64401,-1.54054,15.3981176,0.563304502,12.1648433,-4.786535383,1.172454917,5.569589433,-1.304785,0.878456,8.64389,9.95543,12.6455,15.3997,-10.942,-2.64401,-1.54054,15.3981176,0.563304502,12.1648433,-4.786535383,1.172454917,5.569589433,-1.304785,0.878456,8.64389,9.95543,12.6455,15.3997,-10.942,-2.64401,-1.54054,15.3981176,0.563304502,12.1648433,-4.786535383,1.172454917,5.569589433,-1.304785,0.878456,8.64389,9.95543,12.6455,15.3997,-10.942,-2.64401,-1.54054,15.3981176,0.563304502,12.1648433,
3:31 AM,3,-1.265236882,0.898133097,8.680496917,-1.265435,0.901894,8.68029,-0.983719,1.07878,9.10675,-1.54549,0.783035,8.35997,0.001227533,0.001409997,0.002278535,-4.082275683,1.117590553,6.19177093,-1.28922,0.883148,8.661675,9.95543,12.6455,15.3997,-10.942,-2.64401,-1.54054,14.3023008,0.462932067,11.28047405,-4.082275683,1.117590553,6.19177093,-1.28922,0.883148,8.661675,9.95543,12.6455,15.3997,-10.942,-2.64401,-1.54054,14.3023008,0.462932067,11.28047405,-4.082275683,1.117590553,6.19177093,-1.28922,0.883148,8.661675,9.95543,12.6455,15.3997,-10.942,-2.64401,-1.54054,14.3023008,0.462932067,11.28047405,-4.082275683,1.117590553,6.19177093,-1.28922,0.883148,8.661675,9.95543,12.6455,15.3997,-10.942,-2.64401,-1.54054,14.3023008,0.462932067,11.28047405,
3:32 AM,3,-1.268818417,0.91246739,8.682977683,-1.26974,0.91272,8.683315,-1.06662,1.12427,8.8679,-1.42659,0.715637,8.49019,0.000627086,0.000735771,0.001088476,-2.497449883,0.951436321,7.613239276,-1.27672,0.880516,8.67634,9.95543,12.6455,15.3997,-10.942,-2.64401,-1.54054,8.144619898,0.360719967,6.212911507,-3.613366138,1.083403359,6.606972056,-1.28305,0.894516,8.66636,9.95543,12.6455,15.3997,-10.942,-2.64401,-1.54054,13.01771232,0.391723188,10.26225319,-3.613366138,1.083403359,6.606972056,-1.28305,0.894516,8.66636,9.95543,12.6455,15.3997,-10.942,-2.64401,-1.54054,13.01771232,0.391723188,10.26225319,-3.613366138,1.083403359,6.606972056,-1.28305,0.894516,8.66636,9.95543,12.6455,15.3997,-10.942,-2.64401,-1.54054,13.01771232,0.391723188,10.26225319,
3:33 AM,3,-1.274715895,0.906700565,8.680561767,-1.275985,0.908142,8.67918,-0.949097,1.0674,8.98672,-1.40373,0.776901,8.51573,0.000656016,0.000426725,0.001199596,-1.271931765,0.888786029,8.682756453,-1.27252,0.886818,8.682725,-0.949097,1.12427,9.10675,-1.54549,0.715637,8.35997,0.000660062,0.001104806,0.001288919,-3.279273246,1.058160103,6.903199157,-1.28129,0.900223,8.66911,9.95543,12.6455,15.3997,-10.942,-2.64401,-1.54054,11.82755768,0.339634521,9.322667369,-3.279273246,1.058160103,6.903199157,-1.28129,0.900223,8.66911,9.95543,12.6455,15.3997,-10.942,-2.64401,-1.54054,11.82755768,0.339634521,9.322667369,-3.279273246,1.058160103,6.903199157,-1.28129,0.900223,8.66911,9.95543,12.6455,15.3997,-10.942,-2.64401,-1.54054,11.82755768,0.339634521,9.322667369,
3:34 AM,3,-1.273652383,0.909208885,8.681113283,-1.27351,0.908821,8.681045,-1.22464,0.955673,8.85771,-1.34225,0.817566,8.57632,0.000292005,0.000306236,0.000941106,-1.270636925,0.898822431,8.68197943,-1.27147,0.9016345,8.682195,-0.949097,1.12427,9.10675,-1.54549,0.715637,8.35997,0.000639087,0.000902048,0.00129137,-3.028570639,1.0395412,7.125438423,-1.27991,0.9031295,8.67133,9.95543,12.6455,15.3997,-10.942,-2.64401,-1.54054,10.78889561,0.299636734,8.503012667,-3.028570639,1.0395412,7.125438423,-1.27991,0.9031295,8.67133,9.95543,12.6455,15.3997,-10.942,-2.64401,-1.54054,10.78889561,0.299636734,8.503012667,-3.028570639,1.0395412,7.125438423,-1.27991,0.9031295,8.67133,9.95543,12.6455,15.3997,-10.942,-2.64401,-1.54054,10.78889561,0.299636734,8.503012667,
3:35 AM,3,-1.270470317,0.912363543,8.680290983,-1.270165,0.911598,8.68173,-1.21027,0.999237,8.80344,-1.33551,0.851822,8.52708,0.000320432,0.000331081,0.001026506,-1.270578779,0.907774696,8.681088127,-1.271385,0.9092485,8.68133,-0.949097,1.12427,9.10675,-1.54549,0.715637,8.35997,0.000635427,0.000668965,0.001306068,-2.833226158,1.02541035,7.298199819,-1.27855,0.905243,8.67263,9.95543,12.6455,15.3997,-10.942,-2.64401,-1.54054,9.895275215,0.267972073,7.796988601,-2.833226158,1.02541035,7.298199819,-1.27855,0.905243,8.67263,9.95543,12.6455,15.3997,-10.942,-2.64401,-1.54054,9.895275215,0.267972073,7.796988601,-2.833226158,1.02541035,7.298199819,-1.27855,0.905243,8.67263,9.95543,12.6455,15.3997,-10.942,-2.64401,-1.54054,9.895275215,0.267972073,7.796988601,
3:36 AM,3,-0.956875053,0.559588928,8.678089067,-1.264595,0.909073,8.68534,0.751144,1.05577,9.1834,-1.60757,-1.22531,2.06499,0.403878198,0.510846436,0.0756623,-1.208906413,0.840065862,8.680606557,-1.27124,0.909988,8.6823,0.751144,1.12427,9.1834,-1.60757,-1.22531,2.06499,0.096936261,0.122070496,0.015964743,-2.645591048,0.978828208,7.436188743,-1.27711,0.9057845,8.674325,9.95543,12.6455,15.3997,-10.942,-2.64401,-1.54054,9.262825204,0.311710721,7.196111705,-2.645591048,0.978828208,7.436188743,-1.27711,0.9057845,8.674325,9.95543,12.6455,15.3997,-10.942,-2.64401,-1.54054,9.262825204,0.311710721,7.196111705,-2.645591048,0.978828208,7.436188743,-1.27711,0.9057845,8.674325,9.95543,12.6455,15.3997,-10.942,-2.64401,-1.54054,9.262825204,0.311710721,7.196111705,
