minutes,tags,accX_means1,accY_means1,accZ_means1,accX_medians1,accY_medians1,accZ_medians1,accX_maxes1,accY_maxes1,accZ_maxes1,accX_mins1,accY_mins1,accZ_mins1,accX_variances1,accY_variances1,accZ_variances1,accX_means5,accY_means5,accZ_means5,accX_medians5,accY_medians5,accZ_medians5,accX_maxes5,accY_maxes5,accZ_maxes5,accX_mins5,accY_mins5,accZ_mins5,accX_variances5,accY_variances5,accZ_variances5,accX_means10,accY_means10,accZ_means10,accX_medians10,accY_medians10,accZ_medians10,accX_maxes10,accY_maxes10,accZ_maxes10,accX_mins10,accY_mins10,accZ_mins10,accX_variances10,accY_variances10,accZ_variances10,accX_means20,accY_means20,accZ_means20,accX_medians20,accY_medians20,accZ_medians20,accX_maxes20,accY_maxes20,accZ_maxes20,accX_mins20,accY_mins20,accZ_mins20,accX_variances20,accY_variances20,accZ_variances20,accX_means30,accY_means30,accZ_means30,accX_medians30,accY_medians30,accZ_medians30,accX_maxes30,accY_maxes30,accZ_maxes30,accX_mins30,accY_mins30,accZ_mins30,accX_variances30,accY_variances30,accZ_variances30,tags
5:39 AM,1,4.035205286,5.868869922,-3.137047389,1.55736,8.955125,-3.807815,11.7191,9.60752,0.866664,-0.38545,-2.93038,-6.18875,14.9359669,21.4450721,1.902270608,4.035205286,5.868869922,-3.137047389,1.55736,8.955125,-3.807815,11.7191,9.60752,0.866664,-0.38545,-2.93038,-6.18875,14.9359669,21.4450721,1.902270608,4.035205286,5.868869922,-3.137047389,1.55736,8.955125,-3.807815,11.7191,9.60752,0.866664,-0.38545,-2.93038,-6.18875,14.9359669,21.4450721,1.902270608,4.035205286,5.868869922,-3.137047389,1.55736,8.955125,-3.807815,11.7191,9.60752,0.866664,-0.38545,-2.93038,-6.18875,14.9359669,21.4450721,1.902270608,4.035205286,5.868869922,-3.137047389,1.55736,8.955125,-3.807815,11.7191,9.60752,0.866664,-0.38545,-2.93038,-6.18875,14.9359669,21.4450721,1.902270608,
5:40 AM,1,9.70995345,0.085593043,-1.436850412,9.70328,0.159208,-1.53222,13.3399,3.47863,4.61343,7.22778,-1.65672,-5.24308,0.139098029,0.241457378,0.378864793,6.872579368,2.977231482,-2.286948901,9.64343,0.205893,-1.73812,13.3399,9.60752,4.61343,-0.38545,-2.93038,-6.18875,15.58822415,19.2048376,1.86323514,6.872579368,2.977231482,-2.286948901,9.64343,0.205893,-1.73812,13.3399,9.60752,4.61343,-0.38545,-2.93038,-6.18875,15.58822415,19.2048376,1.86323514,6.872579368,2.977231482,-2.286948901,9.64343,0.205893,-1.73812,13.3399,9.60752,4.61343,-0.38545,-2.93038,-6.18875,15.58822415,19.2048376,1.86323514,6.872579368,2.977231482,-2.286948901,9.64343,0.205893,-1.73812,13.3399,9.60752,4.61343,-0.38545,-2.93038,-6.18875,15.58822415,19.2048376,1.86323514,
5:41 AM,1,9.7036297,-1.018733019,-0.863655112,9.70328,-1.06298,-0.7445645,10.8453,0.102946,0.904969,8.60678,-2.5976,-3.1626,0.024307193,0.257767431,0.280626583,7.816262812,1.645243315,-1.812517638,9.68174,-0.248986,-1.52863,13.3399,9.60752,4.61343,-0.38545,-2.93038,-6.18875,12.18132871,16.4375325,1.785869001,7.816262812,1.645243315,-1.812517638,9.68174,-0.248986,-1.52863,13.3399,9.60752,4.61343,-0.38545,-2.93038,-6.18875,12.18132871,16.4375325,1.785869001,7.816262812,1.645243315,-1.812517638,9.68174,-0.248986,-1.52863,13.3399,9.60752,4.61343,-0.38545,-2.93038,-6.18875,12.18132871,16.4375325,1.785869001,7.816262812,1.645243315,-1.812517638,9.68174,-0.248986,-1.52863,13.3399,9.60752,4.61343,-0.38545,-2.93038,-6.18875,12.18132871,16.4375325,1.785869001,
5:42 AM,1,9.6804588,-1.534541317,-0.490004183,9.68174,-1.54659,-0.469243,9.84932,-1.2976,-0.141252,9.58118,-1.63996,-0.806811,0.001076268,0.00260077,0.012151455,8.282311809,0.850297157,-1.481889274,9.68174,-0.588948,-1.02707,13.3399,9.60752,4.61343,-0.38545,-2.93038,-6.18875,9.787870604,14.22461775,1.670384959,8.282311809,0.850297157,-1.481889274,9.68174,-0.588948,-1.02707,13.3399,9.60752,4.61343,-0.38545,-2.93038,-6.18875,9.787870604,14.22461775,1.670384959,8.282311809,0.850297157,-1.481889274,9.68174,-0.588948,-1.02707,13.3399,9.60752,4.61343,-0.38545,-2.93038,-6.18875,9.787870604,14.22461775,1.670384959,8.282311809,0.850297157,-1.481889274,9.68174,-0.588948,-1.02707,13.3399,9.60752,4.61343,-0.38545,-2.93038,-6.18875,9.787870604,14.22461775,1.670384959,
5:43 AM,1,9.61952875,-1.461860567,-1.236324605,9.61111,-1.59926,-1.27725,10.388,0.275321,0.258563,9.15743,-1.9464,-2.16427,0.014199751,0.145961794,0.084153512,8.549755197,0.387865612,-1.43277634,9.67216,-1.01989,-1.23296,13.3399,9.60752,4.61343,-0.38545,-2.93038,-6.18875,8.119240297,12.26425829,1.362786991,8.549755197,0.387865612,-1.43277634,9.67216,-1.01989,-1.23296,13.3399,9.60752,4.61343,-0.38545,-2.93038,-6.18875,8.119240297,12.26425829,1.362786991,8.549755197,0.387865612,-1.43277634,9.67216,-1.01989,-1.23296,13.3399,9.60752,4.61343,-0.38545,-2.93038,-6.18875,8.119240297,12.26425829,1.362786991,8.549755197,0.387865612,-1.43277634,9.67216,-1.01989,-1.23296,13.3399,9.60752,4.61343,-0.38545,-2.93038,-6.18875,8.119240297,12.26425829,1.362786991,
5:44 AM,1,9.557968383,-1.80027435,-1.291735872,9.55245,-1.83867,-1.27845,9.99057,-1.04383,-0.756535,9.18616,-2.272,-1.7836,0.009590626,0.054975675,0.033949656,9.654307817,-1.145963242,-1.063714037,9.67216,-1.47476,-1.1767,13.3399,3.47863,4.61343,7.22778,-2.5976,-5.24308,0.040995139,0.582917705,0.275986338,8.717790728,0.023175619,-1.409269596,9.66019,-1.41731,-1.24613,13.3399,9.60752,4.61343,-0.38545,-2.93038,-6.18875,6.908811717,10.89437181,1.144076937,8.717790728,0.023175619,-1.409269596,9.66019,-1.41731,-1.24613,13.3399,9.60752,4.61343,-0.38545,-2.93038,-6.18875,6.908811717,10.89437181,1.144076937,8.717790728,0.023175619,-1.409269596,9.66019,-1.41731,-1.24613,13.3399,9.60752,4.61343,-0.38545,-2.93038,-6.18875,6.908811717,10.89437181,1.144076937,
5:45 AM,1,9.500094983,-0.955963571,-2.165071377,9.50218,-0.5697955,-2.24806,10.8668,0.275321,0.852299,7.91489,-2.37495,-3.75873,0.032160514,0.570660458,0.228601255,9.612336123,-1.354274565,-1.20935823,9.63864,-1.50589,-1.21261,10.8668,0.275321,0.904969,7.91489,-2.5976,-3.75873,0.021983045,0.309238513,0.439472846,8.829548479,-0.116701408,-1.517241279,9.63864,-1.30957,-1.33351,13.3399,9.60752,4.61343,-0.38545,-2.93038,-6.18875,6.001371743,9.536949403,1.083242003,8.829548479,-0.116701408,-1.517241279,9.63864,-1.30957,-1.33351,13.3399,9.60752,4.61343,-0.38545,-2.93038,-6.18875,6.001371743,9.536949403,1.083242003,8.829548479,-0.116701408,-1.517241279,9.63864,-1.30957,-1.33351,13.3399,9.60752,4.61343,-0.38545,-2.93038,-6.18875,6.001371743,9.536949403,1.083242003,
5:46 AM,1,9.41868785,-0.814907308,-2.740432783,9.41599,-0.817585,-2.73645,9.51175,-0.711047,-2.46832,9.3298,-0.907363,-2.98544,0.000948406,0.000919459,0.008618038,9.555347753,-1.313509423,-1.584713764,9.55724,-1.49152,-1.38618,10.8668,0.275321,0.852299,7.91489,-2.37495,-3.75873,0.019896641,0.291872903,0.689115089,8.9031909,-0.203977146,-1.670140217,9.60273,-0.854693,-1.43167,13.3399,9.60752,4.61343,-0.38545,-2.93038,-6.18875,5.289281269,8.39826504,1.112560604,8.9031909,-0.203977146,-1.670140217,9.60273,-0.854693,-1.43167,13.3399,9.60752,4.61343,-0.38545,-2.93038,-6.18875,5.289281269,8.39826504,1.112560604,8.9031909,-0.203977146,-1.670140217,9.60273,-0.854693,-1.43167,13.3399,9.60752,4.61343,-0.38545,-2.93038,-6.18875,5.289281269,8.39826504,1.112560604,
5:47 AM,1,8.9411129,2.352517298,0.511786535,9.193335,2.309105,1.36224,26.5721,9.75356,6.38506,3.3278,-5.87033,-6.27014,1.204801245,6.663996567,5.285649179,9.407478573,-0.5360977,-1.38435562,9.47345,-0.840329,-1.48434,26.5721,9.75356,6.38506,3.3278,-5.87033,-6.27014,0.311102678,3.697962438,2.343056135,8.907404456,0.080077792,-1.427703911,9.56921,-0.82357,-1.39097,26.5721,9.75356,6.38506,-0.38545,-5.87033,-6.27014,4.835592188,8.851066206,2.046440011,8.907404456,0.080077792,-1.427703911,9.56921,-0.82357,-1.39097,26.5721,9.75356,6.38506,-0.38545,-5.87033,-6.27014,4.835592188,8.851066206,2.046440011,8.907404456,0.080077792,-1.427703911,9.56921,-0.82357,-1.39097,26.5721,9.75356,6.38506,-0.38545,-5.87033,-6.27014,4.835592188,8.851066206,2.046440011,
5:48 AM,1,7.70146045,6.031939917,1.440620967,7.6264,6.1265,1.46279,8.16627,6.29409,1.86979,7.33312,5.56628,0.96961,0.034673137,0.036874084,0.047728185,9.023864913,0.962662397,-0.848966506,9.41838,-0.768506,-1.43287,26.5721,9.75356,6.38506,3.3278,-5.87033,-6.27014,0.741144427,9.886279318,3.640845473,8.786810055,0.675264005,-1.140871423,9.52851,-0.794841,-1.2976,26.5721,9.75356,6.38506,-0.38545,-5.87033,-6.27014,4.486387368,11.15786664,2.587024713,8.786810055,0.675264005,-1.140871423,9.52851,-0.794841,-1.2976,26.5721,9.75356,6.38506,-0.38545,-5.87033,-6.27014,4.486387368,11.15786664,2.587024713,8.786810055,0.675264005,-1.140871423,9.52851,-0.794841,-1.2976,26.5721,9.75356,6.38506,-0.38545,-5.87033,-6.27014,4.486387368,11.15786664,2.587024713,
