minutes,tags,accX_means1,accY_means1,accZ_means1,accX_medians1,accY_medians1,accZ_medians1,accX_maxes1,accY_maxes1,accZ_maxes1,accX_mins1,accY_mins1,accZ_mins1,accX_variances1,accY_variances1,accZ_variances1,accX_means5,accY_means5,accZ_means5,accX_medians5,accY_medians5,accZ_medians5,accX_maxes5,accY_maxes5,accZ_maxes5,accX_mins5,accY_mins5,accZ_mins5,accX_variances5,accY_variances5,accZ_variances5,accX_means10,accY_means10,accZ_means10,accX_medians10,accY_medians10,accZ_medians10,accX_maxes10,accY_maxes10,accZ_maxes10,accX_mins10,accY_mins10,accZ_mins10,accX_variances10,accY_variances10,accZ_variances10,accX_means20,accY_means20,accZ_means20,accX_medians20,accY_medians20,accZ_medians20,accX_maxes20,accY_maxes20,accZ_maxes20,accX_mins20,accY_mins20,accZ_mins20,accX_variances20,accY_variances20,accZ_variances20,accX_means30,accY_means30,accZ_means30,accX_medians30,accY_medians30,accZ_medians30,accX_maxes30,accY_maxes30,accZ_maxes30,accX_mins30,accY_mins30,accZ_mins30,accX_variances30,accY_variances30,accZ_variances30,tags
9:10 AM,3,-1.989136961,-0.127382012,-6.493262398,0.483608,0.0933698,-9.75356,32.78,4.35247,4.96536,-9.71765,-7.74012,-76.604,19.62607742,0.596207479,40.6730748,-1.989136961,-0.127382012,-6.493262398,0.483608,0.0933698,-9.75356,32.78,4.35247,4.96536,-9.71765,-7.74012,-76.604,19.62607742,0.596207479,40.6730748,-1.989136961,-0.127382012,-6.493262398,0.483608,0.0933698,-9.75356,32.78,4.35247,4.96536,-9.71765,-7.74012,-76.604,19.62607742,0.596207479,40.6730748,-1.989136961,-0.127382012,-6.493262398,0.483608,0.0933698,-9.75356,32.78,4.35247,4.96536,-9.71765,-7.74012,-76.604,19.62607742,0.596207479,40.6730748,-1.989136961,-0.127382012,-6.493262398,0.483608,0.0933698,-9.75356,32.78,4.35247,4.96536,-9.71765,-7.74012,-76.604,19.62607742,0.596207479,40.6730748,
9:11 AM,3,0.487801602,0.012489222,-9.76298265,0.488396,0.00957639,-9.76313,0.521914,0.0670348,-9.73441,0.457273,-0.0383056,-9.79426,9.50E-05,0.000376152,8.14E-05,-0.750667679,-0.057446395,-8.128122524,0.486002,0.0311233,-9.76074,32.78,4.35247,4.96536,-9.71765,-7.74012,-76.604,11.34689239,0.303182806,23.00934574,-0.750667679,-0.057446395,-8.128122524,0.486002,0.0311233,-9.76074,32.78,4.35247,4.96536,-9.71765,-7.74012,-76.604,11.34689239,0.303182806,23.00934574,-0.750667679,-0.057446395,-8.128122524,0.486002,0.0311233,-9.76074,32.78,4.35247,4.96536,-9.71765,-7.74012,-76.604,11.34689239,0.303182806,23.00934574,-0.750667679,-0.057446395,-8.128122524,0.486002,0.0311233,-9.76074,32.78,4.35247,4.96536,-9.71765,-7.74012,-76.604,11.34689239,0.303182806,23.00934574,
9:12 AM,3,0.489505418,-0.022133454,-9.7654369,0.49079,-0.0215469,-9.76553,0.517125,0.0143646,-9.73919,0.454879,-0.0550643,-9.78708,9.57E-05,0.00012177,6.99E-05,-0.337276647,-0.045675415,-8.673893983,0.488396,0,-9.76313,32.78,4.35247,4.96536,-9.71765,-7.74012,-76.604,7.906411101,0.202439573,15.93532011,-0.337276647,-0.045675415,-8.673893983,0.488396,0,-9.76313,32.78,4.35247,4.96536,-9.71765,-7.74012,-76.604,7.906411101,0.202439573,15.93532011,-0.337276647,-0.045675415,-8.673893983,0.488396,0,-9.76313,32.78,4.35247,4.96536,-9.71765,-7.74012,-76.604,7.906411101,0.202439573,15.93532011,-0.337276647,-0.045675415,-8.673893983,0.488396,0,-9.76313,32.78,4.35247,4.96536,-9.71765,-7.74012,-76.604,7.906411101,0.202439573,15.93532011,
9:13 AM,3,0.498602977,-0.05318891,-9.763796933,0.497973,-0.0406997,-9.76553,0.610495,0.0215469,-9.72243,0.440514,-0.222651,-9.80383,0.0002479,0.000880828,0.000122147,-0.128306741,-0.047553789,-8.94636972,0.49079,-0.0143646,-9.76313,32.78,4.35247,4.96536,-9.71765,-7.74012,-76.604,6.060875565,0.152060471,12.1742497,-0.128306741,-0.047553789,-8.94636972,0.49079,-0.0143646,-9.76313,32.78,4.35247,4.96536,-9.71765,-7.74012,-76.604,6.060875565,0.152060471,12.1742497,-0.128306741,-0.047553789,-8.94636972,0.49079,-0.0143646,-9.76313,32.78,4.35247,4.96536,-9.71765,-7.74012,-76.604,6.060875565,0.152060471,12.1742497,-0.128306741,-0.047553789,-8.94636972,0.49079,-0.0143646,-9.76313,32.78,4.35247,4.96536,-9.71765,-7.74012,-76.604,6.060875565,0.152060471,12.1742497,
9:14 AM,3,0.507852183,-0.093852626,-9.7643994,0.507549,-0.0933698,-9.76313,0.541066,-0.0646407,-9.73441,0.474032,-0.124493,-9.8182,0.000105237,0.000108544,0.000157164,-0.001074956,-0.056813556,-9.109975656,0.493184,-0.023941,-9.76313,32.78,4.35247,4.96536,-9.71765,-7.74012,-76.604,4.913473208,0.122013059,9.846498804,-0.001074956,-0.056813556,-9.109975656,0.493184,-0.023941,-9.76313,32.78,4.35247,4.96536,-9.71765,-7.74012,-76.604,4.913473208,0.122013059,9.846498804,-0.001074956,-0.056813556,-9.109975656,0.493184,-0.023941,-9.76313,32.78,4.35247,4.96536,-9.71765,-7.74012,-76.604,4.913473208,0.122013059,9.846498804,-0.001074956,-0.056813556,-9.109975656,0.493184,-0.023941,-9.76313,32.78,4.35247,4.96536,-9.71765,-7.74012,-76.604,4.913473208,0.122013059,9.846498804,
9:15 AM,3,0.47698828,-0.072680873,-9.798743567,0.474032,-0.0694289,-9.79665,0.586554,-0.0383056,-9.75356,0.406997,-0.169981,-9.84693,0.00022472,0.00023263,0.000481126,0.492150092,-0.045873328,-9.77107189,0.49079,-0.0430938,-9.76792,0.610495,0.0670348,-9.72243,0.406997,-0.222651,-9.84693,0.000262505,0.001752774,0.000374431,0.07860225,-0.059458109,-9.224770308,0.49079,-0.03471445,-9.76553,32.78,4.35247,4.96536,-9.71765,-7.74012,-76.604,4.126340746,0.101751289,8.271384918,0.07860225,-0.059458109,-9.224770308,0.49079,-0.03471445,-9.76553,32.78,4.35247,4.96536,-9.71765,-7.74012,-76.604,4.126340746,0.101751289,8.271384918,0.07860225,-0.059458109,-9.224770308,0.49079,-0.03471445,-9.76553,32.78,4.35247,4.96536,-9.71765,-7.74012,-76.604,4.126340746,0.101751289,8.271384918,
9:16 AM,0,0.470564118,-0.065486614,-9.804596917,0.471637,-0.0646407,-9.80383,0.497973,-0.0335174,-9.75835,0.442908,-0.102946,-9.84932,9.76E-05,9.34E-05,0.000501391,0.488702595,-0.061468496,-9.779394743,0.488396,-0.0646407,-9.77271,0.610495,0.0215469,-9.72243,0.406997,-0.222651,-9.84932,0.000340537,0.000848709,0.000600852,0.134596803,-0.060319324,-9.307602681,0.488396,-0.0502761,-9.76792,32.78,4.35247,4.96536,-9.71765,-7.74012,-76.604,3.555689775,0.087233181,7.13099734,0.134596803,-0.060319324,-9.307602681,0.488396,-0.0502761,-9.76792,32.78,4.35247,4.96536,-9.71765,-7.74012,-76.604,3.555689775,0.087233181,7.13099734,0.134596803,-0.060319324,-9.307602681,0.488396,-0.0502761,-9.76792,32.78,4.35247,4.96536,-9.71765,-7.74012,-76.604,3.555689775,0.087233181,7.13099734,
9:17 AM,0,0.469219392,-0.066476176,-9.805043783,0.469243,-0.0670348,-9.80623,0.497973,-0.0406997,-9.73441,0.418967,-0.102946,-9.85411,0.000107679,9.54E-05,0.00058802,0.48464539,-0.07033704,-9.78731612,0.481214,-0.0694289,-9.77989,0.610495,0.0215469,-9.72243,0.406997,-0.222651,-9.85411,0.000402272,0.000460359,0.000734332,0.176424626,-0.06108893,-9.369782819,0.486002,-0.0574584,-9.77032,32.78,4.35247,4.96536,-9.71765,-7.74012,-76.604,3.123488981,0.07634511,6.266760762,0.176424626,-0.06108893,-9.369782819,0.486002,-0.0574584,-9.77032,32.78,4.35247,4.96536,-9.71765,-7.74012,-76.604,3.123488981,0.07634511,6.266760762,0.176424626,-0.06108893,-9.369782819,0.486002,-0.0574584,-9.77032,32.78,4.35247,4.96536,-9.71765,-7.74012,-76.604,3.123488981,0.07634511,6.266760762,
9:18 AM,0,0.468876227,-0.066731546,-9.801891717,0.469243,-0.0670348,-9.79905,0.500367,-0.0311233,-9.75116,0.440514,-0.098158,-9.84932,0.000100954,9.56E-05,0.000553504,0.47870004,-0.073045567,-9.794935077,0.474032,-0.0694289,-9.79186,0.586554,-0.0311233,-9.73441,0.406997,-0.169981,-9.85411,0.000348306,0.000239775,0.000694414,0.208919248,-0.061715888,-9.417794918,0.481214,-0.0598525,-9.77271,32.78,4.35247,4.96536,-9.71765,-7.74012,-76.604,2.784893071,0.067876092,5.588956805,0.208919248,-0.061715888,-9.417794918,0.481214,-0.0598525,-9.77271,32.78,4.35247,4.96536,-9.71765,-7.74012,-76.604,2.784893071,0.067876092,5.588956805,0.208919248,-0.061715888,-9.417794918,0.481214,-0.0598525,-9.77271,32.78,4.35247,4.96536,-9.71765,-7.74012,-76.604,2.784893071,0.067876092,5.588956805,
9:19 AM,0,0.470200998,-0.067505639,-9.805362933,0.469243,-0.0670348,-9.80623,0.500367,-0.0359115,-9.75356,0.43812,-0.095764,-9.85172,0.00010105,9.57E-05,0.000524189,0.471169803,-0.06777617,-9.803127783,0.471637,-0.0670348,-9.80144,0.586554,-0.0311233,-9.73441,0.406997,-0.169981,-9.85411,0.000135241,0.000128981,0.000535961,0.235047423,-0.062294863,-9.45655172,0.481214,-0.0622466,-9.77511,32.78,4.35247,4.96536,-9.71765,-7.74012,-76.604,2.512558003,0.061101065,5.04363235,0.235047423,-0.062294863,-9.45655172,0.481214,-0.0622466,-9.77511,32.78,4.35247,4.96536,-9.71765,-7.74012,-76.604,2.512558003,0.061101065,5.04363235,0.235047423,-0.062294863,-9.45655172,0.481214,-0.0622466,-9.77511,32.78,4.35247,4.96536,-9.71765,-7.74012,-76.604,2.512558003,0.061101065,5.04363235,
